name,downloads
obsidian-extract-pdf-highlights,36723
youhavebeenstaring-plugin,951
obsidian-metatemplates,1826
obsidian-query2table,959
obsidian-imgur-plugin,9055
obsidian-checklist-plugin,116032
obsidian-text-expander,4727
search-on-internet,12070
obsidian-file-path-to-uri,7275
page-heading-from-links,2229
obsidian-icons-plugin,32027
folder-note-plugin,33615
vantage-obsidian,13089
obsidian-sort-and-permute-lines,11051
obsidian-min3ditorhotkeys-plugin,525
obsidian-jsonifier,702
things-logbook,2609
obsidian-shortcuts-for-starred-files,1722
obsidian-filename-heading-sync,18487
obsidian-orthography,3516
obsidian-query-language,4622
obsidian-markdown-formatting-assistant-plugin,22597
obsidian-journey-plugin,10016
tag-wrangler,105172
better-pdf-plugin,20052
dataview,346541
periodic-notes,81396
obsidian-show-file-path,12842
obsidian-paper-cut,606
obsidian-comments,5767
ini-obsidian,325
various-complements,27193
obsidian-timelines,22370
txt-as-md-obsidian,4938
note-folder-autorename,4894
daily-activity,5100
obsidian-daily-stats,4442
open-note-to-window-title,6708
meld-encrypt,12262
obsidian-vault-statistics-plugin,9982
obsidian-plugin-todo,25044
obsidian-hotkeys-for-specific-files,2782
csv-obsidian,6740
obsidian-plugin-toc,21424
mochi-cards-exporter,750
obsidian-plugin-prettier,3977
obsidian-furigana,494
obsidian-vault-changelog,462
chesser-obsidian,1879
obsidian-activity-history,7368
obsidian-chessboard,745
obsidian-footnotes,22397
obsidian-gallery,9637
notetweet,1348
code-block-from-selection,3076
format-hotkeys-obsidian,1749
obsidian-leaflet-plugin,25003
remember-cursor-position,17452
pane-relief,36649
DEVONlink-obsidian,3173
hotkey-helper,18852
text-snippets-obsidian,9549
consistent-attachments-and-links,4599
obsidian-plantuml,20888
imdone-obsidian-plugin,656
obsidian-spotlight,747
unique-attachments,2700
obsidian-dice-roller,22301
obsidian-languagetool-plugin,39687
obsidian-commits,3286
obsidian-outliner,218615
extract-url,8021
find-and-replace-in-selection,5179
buttons,36665
obsidian-admonition,228924
obsidian-tracker,34780
obsidian-hotkeys-for-templates,9657
obsidian-style-settings,137129
obsidian-embedded-note-titles,14967
obsidian-advanced-uri,43406
obsidian-fountain,1218
cm-chs-patch,9046
table-extended,15085
privacy-glasses,6202
obsidian-highlightpublicnotes-plugin,1021
media-extended,32574
obsidian-regex-pipeline,2685
juggl,34232
obsidian-spaced-repetition,44242
obsidian-readwise,3727
obsidian-tabs,33546
obsidian-icon-swapper,2197
mdx-as-md-obsidian,487
obsidian-excalidraw-plugin,312213
obsidian-auto-link-title,20667
python-lab-plugin,1557
obsidian-kanban,332608
obsidian-incremental-writing,3939
obsidian-kindle-plugin,33557
obsidian-metatable,12611
oz-image-plugin,114287
obsidian-recall,2162
obsidian-tidy-footnotes,4546
beeminder-word-count-plugin,287
obsidian-indent-lines,5378
obsidian-qrcode-plugin,1554
obsidian-focus-mode,14098
obsidian-underline,5870
oz-clear-unused-images,14255
obsidian-markdown-furigana,1960
obsidian-2hop-links-plugin,2044
obsidian-image-auto-upload-plugin,12588
obsidian-org-mode,2458
obsidian-open-link-with,2432
obsidian-stopwatch-plugin,1177
supercharged-links-obsidian,25611
obsidian-pangu,5359
obsidian-related-notes-finder,1972
koncham-workspace,669
obsidian-react-components,3898
obsidian-tasks-plugin,133722
readwise-mirror,1782
obsidian-auto-pair-chinese-symbol,3261
obsidian-pomodoro-plugin,3318
obsidian-5e-statblocks,15922
obsidian-zoom,34301
obsidian-collapse-all-plugin,28295
obsidian-chartsview-plugin,11033
obsidian-dictionary-plugin,65963
liquid-templates,740
better-fn,8150
obsidian-dropbox-backups,2687
metaedit,21655
obsidian-static-file-server,576
easy-typing-obsidian,10627
obsidian-sidebar-expand-on-hover,2507
zoottelkeeper-obsidian-plugin,9692
file-tree-alternative,62119
obsidian-electron-window-tweaker,3157
obsidian-smart-typography,19438
obsidian-grandfather,1670
obsidian-text-format,16192
adjacency-matrix-maker,957
taskbone-ocr-plugin,4379
obsidian-gist,2094
obsidian-argdown-plugin,2118
obsidian-csv-table,5774
obsidian-advanced-new-file,4583
file-explorer-note-count,15200
obsidian-title-index,1636
quickadd,91065
obsidian-pluck,3143
obsidian-pandoc,49795
tq-obsidian,5544
obsidian-habit-tracker,3464
obsidian-amazingmarvin-plugin,534
obsidian-statusbar-pomo,10122
obsidian-kroki,1634
obsidian-timeline,6623
obsidian-map-view,10301
copy-url-in-preview,5349
initiative-tracker,8697
obsidian-cursor-location-plugin,1791
obsidian-enhancing-mindmap,51563
breadcrumbs,49562
open-vscode,5348
obsidian-image-uploader,903
garble-text,1065
obsidian-paste-to-current-indentation,1986
obsimian-exporter,143
obsidian-find-and-replace-in-selection,1510
obsidian-embedded-code-title,3575
homepage,26692
advanced-toolbar,19174
obsidian-random-todo,498
mx-bili-plugin,12218
cmenu-plugin,35601
obsidian-daf-yomi,647
markdown-attributes,2135
obsidian-wavedrom,272
phone-to-roam-to-obsidian,287
obsidian-budget-wysiwyg,4418
obsidian-pocket,6497
obsidian-wordnet-plugin,3921
multi-line-formatting,1149
obsidian-apply-patterns,1917
longform,9096
readwise-official,31906
obsidian-activity-logger,636
obsidian-toggl-integration,7320
alx-folder-note,13070
obsidian-hide-sidebars-when-narrow,2274
obsidian-linter,34766
number-headings-obsidian,7344
obsidian-view-mode-by-frontmatter,5444
file-explorer-markdown-titles,1353
obsidian-code-copy,1251
theme-picker,5022
emoji-shortcodes,17631
obsidian-reminder-plugin,33109
obsidian-go-to-line,465
open-with,1874
editor-commands-remap,380
obsidian-command-alias-plugin,1014
obsidian-rich-links,5045
ObsidianAnkiSync,1987
window-collapse,10
tag-page-preview,4536
obsidian-relative-find,534
obsidian-image-toolkit,31259
obsidian-shellcommands,6884
hover-external-link,1269
obsidian-codemirror-options,21510
obsidian-code-block-enhancer,7762
obsidian-copy-block-link,12316
drawio-obsidian,15289
obsidian-vim-im-switch-plugin,955
luhman,2560
obsidian-daily-named-folder,662
obsidian-trello,2186
obsidian-annotator,70139
customjs,3576
random-structural-diary-plugin,1270
obsidian-file-link,4241
quick-explorer,29579
obsidian-banners,35463
obsidian-jump-to-date-plugin,3612
obsidian-icon-folder,57651
ghost-fade-focus,2407
folder-note-core,9699
obsidian-jupyter,7051
obsidian-hackernews,849
obsidian-reset-font-size,966
obsidian-dynamic-toc,28410
podcast-note,2823
obsidian-stille,4593
obsidian-markmind,48209
obsidian-carry-forward,2563
obsidian-task-archiver,3083
obsidian-card-view-mode,4696
scales-chords,1098
copy-note,528
customizable-menu,7391
workspaces-plus,11979
simple-embeds,14889
obsidian-read-it-later,8412
obsidian42-text-transporter,3888
marginnote-companion,3359
netwik,389
obsidian-prominent-starred-files,1261
ozanshare-publish,610
obsidian-editor-shortcuts,5740
obsidian-task-collector,3708
metadata-extractor,4715
quick-latex,21244
obsidian-itinerary,1760
uri-commands,938
update-time-on-edit,4147
obsidian-nomnoml-diagram,1845
map-of-content,13693
obsidian-local-images,7479
obsidian-vocabulary-view,1027
obsidian42-brat,21614
snippet-commands-obsidian,754
obsidian-javascript-init,604
key-promoter,3914
obsidian-livesync,14003
obsidian-plotly,812
obsidian-wikipedia,3335
obsidian-vale,1862
lumberjack-obsidian,1571
obsidian-link-converter,3178
mysnippets-plugin,4375
obsidian-hypothesis-plugin,5175
obsidian-another-quick-switcher,8978
link-headers-directly,1476
meld-calc,2887
tabout,1372
obsidian-pipe-tricks,393
fantasy-calendar,24301
improved-vimcursor,607
quote-of-the-day,1154
obsidian-audio-speed-plugin,536
obsidian-limelight,963
prompt,468
obsidian-link-archive,1123
obsidian-chess,269
obsidian-html-tags-autocomplete,2171
advanced-cursors,3695
stenography-obsidian,386
obsidian-webhooks,1333
obsidian-tweet-to-markdown,4394
obsidian-habitica-integration,1128
obsidian-oura-plugin,236
obsidian-metacopy,648
obsidian-image-caption,5257
graph-analysis,17173
obsidian-custom-attachment-location,3825
cryptsidian,1597
obsidian-crypto-lookup,277
copy-as-latex,1434
obsidian-auto-split,1752
obsidian-word-sprint,1503
copy-publish-url,722
card-board,5561
obsidian-bible-reference,2856
obsidian-sentence-navigator,497
language-translator,2645
customizable-page-header-buttons,18437
auto-class,747
obsidian-cloudinary-uploader,338
rss-reader,10205
mousewheel-image-zoom,4670
obsidian-flexible-pomo,2814
obsidian-lineup-builder,117
reveal-active-file-button,1466
obsidian-structured-plugin,624
cooklang-obsidian,1424
highlightr-plugin,34078
remotely-save,40802
obsidian-notes-from-template,2572
obsidian-overdue,522
obsidian-dialogue-plugin,3014
obsidian-title-serial-number-plugin,1009
obsidian-theme-design-utilities,1972
generic-initiative-tracker,565
obsidian-ankibridge,836
obsidian-tressel,611
image-window,2500
obsidian-tts,3071
link-favicon,6881
get-info-plugin,1426
matter,6404
obsidian-regex-replace,3852
obsidian-wordpress,1562
obsidian-icon-shortcodes,9976
obsidian-tagfolder,10104
obsidian-advanced-slides,190462
obsidian-graphviz,1108
vim-im-select,713
obsidian-emotion-picker,972
quoth,1198
obsidian-metronome-plugin,406
obsidian-plaintext,824
obsidian-native-scrollbars,922
obsidian-wrap-with-shortcuts,680
obsidian-tomorrows-daily-note,1105
obsidian-rant,499
obsidian-smarter-md-hotkeys,8613
obsidian-global-hotkeys,1372
obsidian-timestamper,3156
obsidian-import-json,2962
import-foundry,373
obsidian-attachment-name-formatting,1806
obsidian-completr,7116
obsidian-binary-file-manager-plugin,647
obsidian-local-file-interface-plugin,639
obsidian-siteswap,120
obsidian-tweaks,877
obsidian-wordle,339
obsidian-memos,20336
para-shortcuts,553
13th-age-statblocks,163
obsidian-dynamic-highlights,4189
obsidian-koreader-plugin,394
obsidian-snippetor,1937
obsidian-sortable,13004
link-info-server,0
weather-fetcher,1176
obsidian-lock-screen-plugin,844
pinboard-sync,216
obsidian-shortcut-launcher,2152
obsidian-file-info-plugin,2044
obsidian-topic-linking,3272
multi-column-markdown,10924
copy-as-html,2873
obsidian-frontmatter-tag-suggest,5401
simple-note-quiz,532
obsidian-local-rest-api,5465
obsidian-codeblock-labels,335
obsidian-better-command-palette,3806
obsidian-relativenumber,306
obsidian-core-search-assistant-plugin,7156
obsidian-save-as-gist,359
obsidian-divide-and-conquer,747
obsidian-excel-to-markdown-table,16723
obsidian-power-search,927
tag-word-cloud,2174
persistent-graph,1771
auto-note-mover,5092
insert-heading-link,331
settings-search,4915
obsidian-footnote-indicator,906
japanese-word-splitter,247
alx-folder-note-folderv,1766
obsidian-chevereto-image-uploader,127
todoist-text,1142
big-calendar,7428
sekund,1711
obsidian-command-palette-minus-plugin,401
obsidian-remember-file-state,1087
obsidian-things-link,1175
markdown-shortcuts,780
digitalgarden,1935
obsidian-living-graph,1056
obsidian-hotkeys-chords,261
obsidian-key-sequence-shortcut,548
obsidian-full-calendar,13003
heatmap-calendar,7281
obsidian-daily-notes-opener,1163
obsidian-advanced-new-folder,0
obsidian-mark-and-select,272
obsidian-bible-linker,1340
obsidian-circuitjs,175
creases,3370
obsidian-kobo-highlights-importer-plugin,289
obsidian-dynamic-embed,0
obsidian-steemit,174
obsidian-kindle-export,709
obsidian-search-everywhere-plugin,1001
obsidian-textgenerator-plugin,1110
markdown-table-editor,11267
obsidian-vim-multibyte-char-search,152
obsidian-extract-pdf-annotations,1988
obsidian-file-cleaner,2569
obsidian-card-view-switcher-plugin,914
novel-word-count,2109
heycalmdown-navigate-cursor-history,522
obsidian-matrix,203
waypoint,4444
obsidian-hover-editor,37182
obsidian-screwdriver,214
obsidian-version-history-diff,1375
obsidian-format-code,487
obsidian-buttondown-plugin,141
lapel,2977
obsidian-desmos,1500
obsidian-custom-frames,10073
obsidian-etherpad-plugin,203
obsidian-quiet-outline,5339
obsidian-daily-notes-viewer,1712
obsidian-zotero-desktop-connector,20410
obsidian-telegraph-publish,287
obsidian-path-title,1495
obsidian-jira-issue,2129
smort-obsidian,270
control-characters,423
obsidian-asciidoc-blocks,384
fleeting-notes-obsidian,2181
obsidian-chat-view,1118
obsidian-doubleshift,1017
obsidian-list-modified,1250
obsidian-latex-suite,4969
obsidian-better-codeblock,3875
obsidian-wordnik,195
typing-speed,780
obsidian-google-tasks,914
obsidian-jtab,474
obsidian-book-search-plugin,7003
obsidian-paste-image-rename,3173
obsidian-scroll-offset,362
obsius-publish,737
obsidian-snippet-downloader,897
execute-code,3627
obsidian-badge,597
kr-book-info-plugin,332
obsidian-drag-n-drop-plugin,3588
obsidian-link-embed,1211
obsidian-columns,5949
obsidian-mkdocs-publisher,764
obsidian-notion-video,163
obsidian-math-plus,2373
obsidian-todoist-link,1030
obsidian-rewarder,568
obsidian-calibre-plugin,1505
omnisearch,19910
plugins-galore,27
auto-card-link,1479
notion-like-tables,18034
auto-moc,1028
obsidian-paste-png-to-jpeg,768
obsidian-folder-index,1196
obsidian-filename-emoji-remover,115
obsidian-epub-plugin,2011
obsidian-pandoc-reference-list,2081
obsidian-enhancing-export,7876
enlightenment-obsidian,513
obsidian-release-timeline,673
obsidian-folder-focus-mode,1007
obsidian-bbcode,82
obsidian-upcoming,313
nuke-orphans,408
obsidian-front-matter-title-plugin,1581
obsidian-bellboy,48
obsidian-functionplot,906
obsidian-note-autocreator,956
local-quotes,684
obsidian-state-switcher,1238
obsidian-media-db-plugin,1261
obsidian-sequence-hotkeys,428
tasks-packrat-plugin,236
excalibrain,14951
obsidian-expand-bullet,404
dbfolder,16218
obsidian-advanced-codeblock,1004
booksidian-plugin,661
simple-dice-roller,186
obsidian-camera,617
obsidian-markbase,553
obsidian-user-plugins,234
obsidian-better-internal-link-inserter,699
obsidian-ghost-publish,164
obsidian-timestamp-notes,1165
linkify,382
braincache,177
obsidian-share-as-gist,263
code-block-plugin,320
obsidian-google-lookup,1267
obsidian-stack-overflow,191
obsidian-redirect,355
zotero-bridge,361
wielder,163
obsidian-to-notion,1032
obsidian-image-gallery,621
obsidian-thumbnails,950
obsidian-table-to-csv-exporter,539
obsidian-task-progress-bar,2803
scroll-speed,149
obsidian-translator,670
obsidian-echarts,463
obsidian-diagrams-net,1119
obsidian-weread-plugin,3050
postgresql-obsidian,155
zotero-link,330
obsidian-golinks,123
habit-tracker,416
typing-transformer-obsidian,524
obsidian-list-callouts,2772
obsidian-text-expander-js,1130
metadata-menu,4811
obsidian-plugin-time-diff,217
obsidian-trim-whitespace,564
ninja-cursor,618
cmdr,3034
obsidian-attendance,89
OA-file-hider,557
obsidian-sidebar-toggler,114
obsidian-path-finder,501
obsidian-focus-plugin,433
obsidian-file-cooker,562
hard-breaks,194
open-related-url,198
podnotes,1378
obsidian-meeting-notes,162
obsidian-plugin-tagged-documents-viewer,399
simple-note-review,378
better-inline-fields,538
no-dupe-leaves,256
obsidian-open-file-by-magic-date,68
obsidian-heading-shifter,606
obsidian-group-snippets,173
obsidian-raindrop-highlights,220
obisidian-note-linker,367
obsidian-dashing-cursor,100
obsidian-embedded-note-paths,149
obsidian-quickshare,132
rpg-manager,120
literate-haskell,7
embed-code-file,57
obsidian-bulk-rename-plugin,118
obsidian-agile-task-notes,39
new-tab-default-page,39
obsidian-open-in-other-editor,45
